"","CondRules","ResRules","Support","Confidence","Lift"
"294","EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.82,18.76,1.463
"295","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.07,99.95,1.463
"296","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,95.69,7.225
"297","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_CHANGE_PRINCIPAL",12.07,91.58,7.252
"298","EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CREATE_OBJECT",12.07,95.61,7.252
"299","EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.07,91.15,7.225
"300","EVENT_LSEEK","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,17.67,1.463
"301","EVENT_CONNECT,EVENT_CLOSE","EVENT_LSEEK",10.01,100,1.463
"302","EVENT_LSEEK,EVENT_CLOSE","EVENT_CONNECT",10.01,35.4,3.479
"303","EVENT_LSEEK,EVENT_CONNECT","EVENT_CLOSE",10.01,98.54,1.917
"304","EVENT_CLOSE","EVENT_LSEEK,EVENT_CONNECT",10.01,19.47,1.917
"305","EVENT_CONNECT","EVENT_LSEEK,EVENT_CLOSE",10.01,98.37,3.479
"306","EVENT_LSEEK","EVENT_CONNECT,EVENT_CLOSE",10.01,14.65,1.463
"307","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.44,99.95,1.463
"308","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.44,98.59,1.918
"309","EVENT_LSEEK,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.44,43.99,3.484
"310","EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CLOSE",12.44,98.51,3.484
"311","EVENT_CLOSE","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.44,24.2,1.918
"312","EVENT_LSEEK","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.44,18.2,1.463
"313","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_MMAP",10.03,98.59,1.443
"314","EVENT_MMAP,EVENT_CONNECT","EVENT_CREATE_OBJECT",10.03,100,7.55
"315","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CONNECT",10.03,76.8,7.548
"316","EVENT_CONNECT","EVENT_MMAP,EVENT_CREATE_OBJECT",10.03,98.59,7.548
"317","EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CONNECT",10.03,75.73,7.55
"318","EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.69,1.443
"319","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_MMAP",12.81,99.87,1.462
"320","EVENT_MMAP,EVENT_CLOSE","EVENT_CREATE_OBJECT",12.81,45.23,3.415
"321","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CLOSE",12.81,98.07,1.908
"322","EVENT_CLOSE","EVENT_MMAP,EVENT_CREATE_OBJECT",12.81,24.92,1.908
"323","EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CLOSE",12.81,96.72,3.415
"324","EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.76,1.462
"325","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.06,99.81,1.461
"326","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.06,95.64,7.221
"327","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.309
"328","EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.47,7.309
"329","EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.221
"330","EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.461
"331","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.43,99.91,1.463
"332","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.43,98.64,1.919
"333","EVENT_MMAP,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.43,43.9,3.477
"334","EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CLOSE",12.43,98.46,3.477
"335","EVENT_CLOSE","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.19,1.919
"336","EVENT_MMAP","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.2,1.463
"337","EVENT_CONNECT,EVENT_CLOSE","EVENT_CREATE_OBJECT",10.01,100,7.55
"338","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CONNECT",10.01,78.02,7.668
"339","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_CLOSE",10.01,98.37,1.914
"340","EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.914
"341","EVENT_CONNECT","EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.37,7.668
"342","EVENT_CREATE_OBJECT","EVENT_CONNECT,EVENT_CLOSE",10.01,75.56,7.55
"343","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,96.97,7.321
"344","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.07,99.91,1.944
"345","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.449
"346","EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.56,7.449
"347","EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.48,1.944
"348","EVENT_CREATE_OBJECT","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.11,7.321
"349","EVENT_READ,EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN",68.17,100,1.087
"350","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_READ",68.17,100,1.006
"351","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_LSEEK",68.17,99.9,1.462
"352","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_MMAP",68.17,99.77,1.461
"353","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_READ",68.17,100,1.093
"354","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK",68.17,99.9,1.462
"355","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP",68.17,99.77,1.461
"356","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_LSEEK",68.17,99.8,1.461
"357","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_MMAP",68.17,99.76,1.462
"358","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_MMAP",68.17,74.54,1.093
"359","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",68.17,99.8,1.461
"360","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_MMAP",68.17,99.75,1.462
"361","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",68.17,68.57,1.006
"362","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_MMAP",68.17,74.11,1.087
"363","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN",13.18,100,1.087
"364","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_READ",13.18,99.96,1.005
"365","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_LSEEK",13.18,99.96,1.463
"366","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CREATE_OBJECT",13.18,19.29,1.456
"367","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ",13.18,99.96,1.093
"368","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK",13.18,99.7,1.459
"369","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_CREATE_OBJECT",13.18,19.29,1.462
"370","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_LSEEK",13.18,99.91,1.462
"371","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_CREATE_OBJECT",13.18,19.28,1.459
"372","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_CREATE_OBJECT",13.18,14.41,1.093
"373","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",13.18,99.48,1.456
"374","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",13.18,19.28,1.463
"375","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",13.18,13.26,1.005
"376","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_CREATE_OBJECT",13.18,14.33,1.087
"377","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN",10.15,100,1.087
"378","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT","EVENT_READ",10.15,99.94,1.005
"379","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_LSEEK",10.15,100,1.463
"380","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CONNECT",10.15,14.86,1.46
"381","EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_READ",10.15,99.94,1.093
"382","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK",10.15,99.94,1.463
"383","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_CONNECT",10.15,14.86,1.463
"384","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_LSEEK",10.15,99.94,1.463
"385","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_CONNECT",10.15,14.86,1.463
"386","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_CONNECT",10.15,11.1,1.093
"387","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",10.15,99.78,1.46
"388","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.15,14.85,1.463
"389","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT",10.15,10.21,1.005
"390","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_CONNECT",10.15,11.04,1.087
"391","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN",28.28,100,1.087
"392","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE","EVENT_READ",28.28,100,1.006
"393","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_LSEEK",28.28,55.04,0.805
"394","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CLOSE",28.28,41.39,0.805
"395","EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",28.28,100,1.093
"396","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK",28.28,55.04,0.805
"397","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_CLOSE",28.28,41.38,0.805
"398","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_LSEEK",28.28,55.01,0.805
"399","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_CLOSE",28.28,41.38,0.805
"400","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_CLOSE",28.28,30.92,1.093
"401","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",28.28,55.01,0.805
"402","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",28.28,41.38,0.805
"403","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE",28.28,28.44,1.006
"404","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_CLOSE",28.28,30.74,1.087
"405","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.61,100,1.087
"406","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.61,99.95,1.005
"407","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.61,99.95,1.463
"408","EVENT_OPEN,EVENT_READ,EVENT_LSEEK","EVENT_CHANGE_PRINCIPAL",12.61,18.46,1.462
"409","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.61,99.95,1.093
"410","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK",12.61,99.91,1.462
"411","EVENT_READ,EVENT_LSEEK","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.61,18.46,1.462
"412","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_LSEEK",12.61,99.91,1.462
"413","EVENT_OPEN,EVENT_LSEEK","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.61,18.45,1.462
"414","EVENT_OPEN,EVENT_READ","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.61,13.79,1.093
"415","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_LSEEK",12.61,99.86,1.462
"416","EVENT_LSEEK","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.61,18.45,1.463
"417","EVENT_READ","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.61,12.69,1.005
"418","EVENT_OPEN","EVENT_READ,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.61,13.71,1.087
"419","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN",13.06,100,1.087
"420","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_READ",13.06,100,1.006
"421","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_MMAP",13.06,99.09,1.451
"422","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_CREATE_OBJECT",13.06,19.14,1.445
"423","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ",13.06,100,1.093
"424","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_MMAP",13.06,98.83,1.447
"425","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_CREATE_OBJECT",13.06,19.14,1.452
"426","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_MMAP",13.06,99.05,1.452
"427","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_CREATE_OBJECT",13.06,19.12,1.447
"428","EVENT_OPEN,EVENT_READ","EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,14.28,1.093
"429","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP",13.06,98.62,1.445
"430","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",13.06,19.12,1.451
"431","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,13.14,1.006
"432","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT",13.06,14.2,1.087
"433","EVENT_READ,EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN",10.03,100,1.087
"434","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT","EVENT_READ",10.03,100,1.006
"435","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_MMAP",10.03,98.82,1.447
"436","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_CONNECT",10.03,14.7,1.445
"437","EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_READ",10.03,100,1.093
"438","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_MMAP",10.03,98.76,1.446
"439","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_CONNECT",10.03,14.7,1.447
"440","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_MMAP",10.03,98.76,1.447
"441","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_CONNECT",10.03,14.69,1.446
"442","EVENT_OPEN,EVENT_READ","EVENT_MMAP,EVENT_CONNECT",10.03,10.97,1.093
"443","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP",10.03,98.59,1.445
"444","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.03,14.69,1.447
"445","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT",10.03,10.09,1.006
"446","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CONNECT",10.03,10.91,1.087
"447","EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN",28.31,100,1.087
"448","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE","EVENT_READ",28.31,99.96,1.006
"449","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_MMAP",28.31,55.11,0.807
"450","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_CLOSE",28.31,41.49,0.807
"451","EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",28.31,99.96,1.093
"452","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP",28.31,55.1,0.807
"453","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_CLOSE",28.31,41.49,0.807
"454","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_MMAP",28.31,55.08,0.807
"455","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_CLOSE",28.31,41.45,0.807
"456","EVENT_OPEN,EVENT_READ","EVENT_MMAP,EVENT_CLOSE",28.31,30.96,1.093
"457","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_MMAP",28.31,55.07,0.807
"458","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",28.31,41.45,0.807
"459","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE",28.31,28.48,1.006
"460","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CLOSE",28.31,30.78,1.087
"461","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.61,100,1.087
"462","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.61,100,1.006
"463","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.61,99.91,1.463
"464","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_CHANGE_PRINCIPAL",12.61,18.47,1.463
"465","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.61,100,1.093
"466","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP",12.61,99.86,1.462
"467","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.61,18.47,1.464
"468","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP",12.61,99.86,1.464
"469","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.61,18.45,1.462
"470","EVENT_OPEN,EVENT_READ","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.61,13.78,1.093
"471","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP",12.61,99.82,1.463
"472","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.61,18.45,1.463
"473","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.61,12.68,1.006
"474","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.61,13.7,1.087
"475","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN",10.15,99.94,1.087
"476","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ",10.15,99.94,1.005
"477","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_CREATE_OBJECT",10.15,100,7.55
"478","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_CONNECT",10.15,77.01,7.569
"479","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ",10.15,99.78,1.091
"480","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_CREATE_OBJECT",10.15,99.94,7.578
"481","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CONNECT",10.15,76.81,7.562
"482","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_CREATE_OBJECT",10.15,99.94,7.562
"483","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CONNECT",10.15,76.97,7.578
"484","EVENT_OPEN,EVENT_READ","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.15,11.1,1.091
"485","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",10.15,99.78,7.569
"486","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.15,76.64,7.55
"487","EVENT_READ","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.15,10.21,1.005
"488","EVENT_OPEN","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.15,11.04,1.087
"489","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN",12.83,100,1.087
"490","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ",12.83,100,1.006
"491","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_CREATE_OBJECT",12.83,24.97,1.885
"492","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_CLOSE",12.83,97.31,1.893
"493","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",12.83,100,1.093
"494","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT",12.83,24.97,1.893
"495","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CLOSE",12.83,97.06,1.888
"496","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT",12.83,24.96,1.888
"497","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CLOSE",12.83,97.27,1.893
"498","EVENT_OPEN,EVENT_READ","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.83,14.03,1.093
"499","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",12.83,24.96,1.893
"500","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",12.83,96.85,1.885
"501","EVENT_READ","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.83,12.9,1.006
"502","EVENT_OPEN","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.83,13.95,1.087
"503","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.07,99.95,1.087
"504","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.07,99.95,1.005
"505","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,95.65,7.221
"506","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_CHANGE_PRINCIPAL",12.07,91.54,7.249
"507","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.07,99.91,1.092
"508","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CREATE_OBJECT",12.07,95.6,7.249
"509","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.07,91.3,7.233
"510","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CREATE_OBJECT",12.07,95.6,7.233
"511","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.07,91.5,7.249
"512","EVENT_OPEN,EVENT_READ","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,13.2,1.092
"513","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",12.07,95.56,7.249
"514","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.07,91.11,7.221
"515","EVENT_READ","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,12.14,1.005
"516","EVENT_OPEN","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,13.12,1.087
"517","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN",10.01,100,1.087
"518","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ",10.01,100,1.006
"519","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_CONNECT",10.01,19.48,1.915
"520","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_CLOSE",10.01,98.59,1.918
"521","EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",10.01,100,1.093
"522","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_CONNECT",10.01,19.48,1.918
"523","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_CLOSE",10.01,98.54,1.917
"524","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_CONNECT",10.01,19.47,1.917
"525","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_CLOSE",10.01,98.54,1.918
"526","EVENT_OPEN,EVENT_READ","EVENT_CONNECT,EVENT_CLOSE",10.01,10.94,1.093
"527","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.01,19.47,1.918
"528","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",10.01,98.37,1.915
"529","EVENT_READ","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE",10.01,10.07,1.006
"530","EVENT_OPEN","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE",10.01,10.88,1.087
"531","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.44,100,1.087
"532","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.44,100,1.006
"533","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.44,98.64,1.919
"534","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.44,24.23,1.918
